"cheat","S3|x456"
"cheat","x456"
"check","S1|W2|x123"
"check","S1|W3|x123"
"checked","x456"
"checklist","x456"
"checkout","x456"
"checkpoint","x789"
"cheek","W3|x123"
"cheer","x456"
"cheer","x456"
"cheerful","x456"
"cheese","S2|W3|x123"
"chef","x456"
"chemical","S3|W3|x123|AWL"
"chemical","W3|x123|AWL"
"chemist","S3|x456"
"chemistry","W3|x123"
"cheque","S2|x123"
"cherish","x789"
"cherry","S3|x456"
"chess","x456"
"chest","S2|W3|x123"
"chew","S2|x123"
"chewing gum","x456"
"chick","x456"
"chicken","S2|x123"
"chief","S2|W2|x123"
"chief","W3|x123"
"chiefly","x789"
"child","S1|W1|x123"
"childcare","x789"
"childhood","W3|x456"
"chill","x789"
"chill","x789"
"chilli","x456"
"chilly","x456"
"chimney","x456"
"chimpanzee","x789"
"chin","W3|x123"
"chip","S2|W3|x123"
"chip","x789"
"chocolate","S2|x123"
"choice","S1|W1|x123"
"choir","x456"
"choke","x456"
"cholesterol","x789"
"choose","S1|W1|x123"
"chop","S3|x123"
"chord","x456"
"chore","x789"
"chorus","x456"
"Christmas","S2|W2|x123"
"chronic","x456"
"chronicle","x789"
"chuckle","x789"
"chunk","x456"
"chunky","x789"
"church","S1|W1|x123"
"churn","x789"
"cigar","x456"
"cigarette","S2|W3|x123"
"cinema","S3|x123"
"circle","S2|W2|x123"
"circle","x456"
"circuit","W3|x456"
"circular","x456"
"circulate","x789"
"circulation","x789"
"circumstance","S2|W1|x123|AWL"
"circus","x456"
"citation","x789|AWL"
"cite","x456|AWL"
"citizen","S2|W2|x123"
"citizenship","x789"
"city","S1|W1|x123"
"civic","x789"
"civil","S3|W2|x456|AWL"
"civilian","x456"
"civilization","x456"
"claim","S1|W1|x123"
"claim","S2|W1|x123"
"clan","x789"
"clap","x456"
"clarify","x456|AWL"
"clarity","x456|AWL"
"clash","x456"
"clash","x456"
"clasp","x789"
"class","S1|W1|x123"
"class","x456"
"classic","W3|x456|AWL"
"classic","x456|AWL"
"classical","W3|x456|AWL"
"classification","x789"
"classified","x789"
"classify","x789"
"classmate","x456"
"classroom","S3|W3|x123"
"clause","x456|AWL"
"claw","x456"
"clay","x456"
"clean","S2|W2|x123"
"clean","S1|W3|x123"
"cleaner","S3|x456"
"clear","S1|W1|x123"
"clear","S1|W2|x123"
"clear","x456"
"clearance","x789"
"clearing","x789"
"clearly","S1|W1|x123"
"clench","x789"
"cleric","x789"
"clerk","S3|x456"
"clever","S2|x123"
"cliche","x789"
"click","S3|x123"
"click","x456"
"client","S2|W1|x123"
"cliff","x456"
"climate","W3|x456"
"climate change","x456"
"climax","x789"
"climb","W2|x123"
"climb","x456"
"climber","x456"
"climbing","x456"
"clinch","x789"
"cling","x456"
"clinic","x456"
"clinical","x789"
"clip","x456"
"clip","x456"
"cloak","x789"
"clock","S2|W3|x123"
"clone","x789"
"clone","x789"
"close","S1|W1|x123"
"close","S1|W1|x123"
"close","S2|W2|x123"
"close","x789"
"closed","S3|x123"
"closely","S3|W2|x123"
"closet","S3|x123"
"closing","x456"
"closure","x456"
"cloth","S3|x456"
"clothe","x456"
"clothes","S2|W2|x123"
"clothing","S3|W3|x123"
"cloud","S3|W3|x123"
"cloudy","S2|W3|x123"
"clown","x789"
"club","S1|W1|x123"
"clue","S2|x123"
"clumsy","x456"
"cluster","x789"
"clutch","x456"
"clutch","x789"
"c/o","x789"
"coach","S3|W2|x123"
"coach","x456"
"coal","S2|W2|x123"
"coalition","x789"
"coarse","x789"
"coast","S3|W2|x123"
"coastline","x789"
"coat","S2|W3|x123"
"cock","x789"
"cocktail","x456"
"cocoa","x789"
"code","S2|W2|x123"
"code","x456|AWL"
"coffee","S1|W2|x123"
"coffin","x456"
"cognitive","x789"
"coherent","x789|AWL"
"cohesion","x789"
"coil","x789"
"coin","S3|x123"
"coincide","x456|AWL"
"coincidence","x456"
"cola","x456"
"cold","S1|W1|x123"
"cold","S2|W3|x123"
"collaborate","x789"
"collaboration","x789"
"collaborative","x789"
"collapse","S3|x456|AWL"
"collapse","x456|AWL"
"collar","S3|x123"
"colleague","S2|W2|x123|AWL"
"collect","S1|W2|x123"
"collection","S2|W1|x123"
"collective","x789"
"collectively","x789"
"collector","x456"
"college","S1|W2|x123"
"collide","x789"
"collision","x456"
"colloquial","x789"
"colon","x789"
"colonel","x456"
"colonial","x789"
"colony","x456"
"colour","S1|W1|x123"
"colour","x456"
"coloured","x456"
"colourful","x456"
"colouring","x789"
"column","W2|x456"
"columnist","x789"
"comb","S3|x123"
"comb","S3|x123"
"combat","x456"
"combat","x456"
"combination","S3|W2|x123"
"combine","S3|W2|x123"
"combined","x456"
"come","S1|W1|x123"
"comeback","x789"
"comedian","x456"
"comedy","W3|x123"
"comet","x789"
"comfort","W3|x456"
"comfort","x456"
"comfortable","S2|W3|x123"
"comfortably","x456"
"comic","x456"
"comic","x789"
"comma","x456"
"command","W3|x456"
"command","x456"
"commander","x456"
"commemorate","x789"
"commence","x789|AWL"
"commend","x789"
"comment","S1|W2|x123|AWL"
"comment","S3|W3|x456|AWL"
"commentary","x456|AWL"
"commentator","x456|AWL"
"commerce","x456"
"commercial","S3|W3|x456"
"commercial","x456"
"commercially","x789"
"commission","S3|W3|x456"
"commission","x789|AWL"
"commissioner","x789"
"commit","S2|W2|x123"
"commitment","S3|W2|x456"
"committed","x789"
"committee","S3|W1|x123"
"commodity","x789"
"common","S1|W1|x123"
"common","x456"
"commonly","x456"
"commonplace","x789"
"common sense","x789"
"communal","x789"
"communicate","S3|W3|x123|AWL"
"communication","S2|W1|x123"
"communion","x789"
"communism","x456"
"communist","x456"
"community","S1|W1|x123"
"commute","x456"
"commuter","x456"
"compact","x456"
"companion","x456"
"company","S1|W1|x123"
"comparable","x789"
"comparative","x789"
"comparatively","x789"
"compare","S1|W1|x123"
"comparison","W2|x456"
"compartment","x789"
"compass","x789"
"compassion","x456"
"compassionate","x789"
"compatible","x456|AWL"
"compel","x456"
"compelling","x789"
"compensate","x789|AWL"
"compensation","x456|AWL"
"compete","S3|W3|x123"
"competence","x456"
"competent","x456"
"competition","S2|W1|x123"
"competitive","S3|W3|x456"
"competitor","x456"
"compile","x456|AWL"
"complain","S2|W3|x123"
"complaint","S3|W3|x123"
"complement","x789|AWL"
"complementary","x789|AWL"
"complete","S2|W1|x123"
"complete","S2|W1|x123"
"completely","S1|W2|x123"
"completion","x789"
"complex","W2|x456|AWL"
"complex","x456|AWL"
"complexity","x789|AWL"
"complicate","x456"
"complicated","S2|W3|x123"
"complication","x456"
"compliment","x789"
"compliment","x789"
"comply","x789"
"component","x456|AWL"
"compose","x456"
"composer","x456"
"composition","x789"
"compound","x456|AWL"
"comprehend","x789"
"comprehension","x456"
"comprehensive","W3|x456|AWL"
"comprise","W3|x456|AWL"
"compromise","x456"
"compromise","x456"
"compulsory","x456"
"computer","S1|W1|x123|AWL"
"computing","x456|AWL"
"conceal","x456"
"concede","x789"
"conceited","x789"
"conceivable","x789|AWL"
"conceive","x456|AWL"
"concentrate","S2|W2|x123|AWL"
"concentration","S3|W2|x123|AWL"
"concept","W2|x456|AWL"
"conception","x789|AWL"
"conceptual","x789|AWL"
"concern","S3|W1|x123"
"concern","W3|x456"
"concerned","S2|W2|x123"
"concerning","W3|x456"
"concert","S3|W3|x123"
"concession","x789"
"concise","x789"
"conclude","W2|x456|AWL"
"conclusion","S3|W2|x456|AWL"
"concrete","x456"
"concrete","x456"
"condemn","x789"
"condemnation","x789"
"condense","x789"
"condition","S2|W1|x123"
"conditional","x789"
"condom","x789"
"condominium","x456"
"conduct","W2|x456|AWL"
"conduct","x456|AWL"
"conductor","x456"
"cone","x789"
"confer","x789|AWL"
"conference","S2|W1|x123|AWL"
"confess","x456"
"confession","x456"
"confide","x789"
"confidence","S2|W2|x123"
"confident","S3|W3|x123"
"confidential","x456"
"confidentiality","x789"
"confine","W3|x456|AWL"
"confirm","S2|W2|x123|AWL"
"confirmation","x456|AWL"
"confiscate","x789"
"conflict","W3|x456|AWL"
"conflict","x456|AWL"
"conflicting","x789"
"conform","x789|AWL"
"confront","x789"
"confrontation","x789"
"confuse","x456"
"confused","S3|x123"
"confusing","S3|x123"
"confusion","S3|W3|x456"
"congested","x789"
"congestion","x789"
"congratulate","x456"
"congratulation","S3|x123"
"congregation","x789"
"conjunction","x789"
"conjure","x789"
"connect","S2|W2|x123"
"connected","S3|W3|x123"
"connection","S3|W2|x123"
"connotation","x789"
"conquer","x456"
"conquest","x789"
"conscience","x456"
"conscientious","x789"
"conscious","S3|W3|x456"
"consciously","x789"
"consciousness","W3|x456"
"consecutive","x456"
"consensus","x789|AWL"
"consent","W3|x456|AWL"
"consent","x789|AWL"
"consequence","W2|x456|AWL"
"consequent","x789|AWL"
"consequently","x456|AWL"
"conservation","x456"
"conservative","x456"
"conserve","x789"
"consider","S1|W1|x123"
"considerable","W3|x456|AWL"
"considerably","W3|x456|AWL"
"considerate","x789"
"consideration","x456"
"considering","x456"
"consist","W3|x123|AWL"
"consistency","x789|AWL"
"consistent","S3|W3|x456|AWL"
"consolation","x789"
"consolidate","x789"
"consonant","x456"
"consortium","x789"
"conspicuous","x789"
"conspiracy","x789"
"conspire","x789"
"constant","S3|W3|x456|AWL"
"constant","x789|AWL"
"constantly","S3|W3|x456|AWL"
"constituency","x789|AWL"
"constituent","x789|AWL"
"constituent","x789|AWL"
"constitute","W3|x456|AWL"
"constitution","x456|AWL"
"constitutional","x456|AWL"
"constrain","x789|AWL"
"constraint","x789|AWL"
"construct","W3|x456|AWL"
"construction","x456|AWL"
"constructive","x789|AWL"
"construe","x789"
"consult","S3|W3|x456|AWL"
"consultancy","x789|AWL"
"consultant","x456|AWL"
"consultation","x789|AWL"
"consume","x456|AWL"
"consumer","S3|W3|x456|AWL"
"consumption","W3|x456|AWL"
"contact","S2|W2|x123|AWL"
"contact","S2|W2|x123|AWL"
"contain","S2|W1|x123"
"container","x456"
"contaminate","x789"
"contemplate","x789"
"contemporary","x456|AWL"
"contemporary","x456|AWL"
"contempt","x789"
"contend","x789"
"contender","x789"
"content","S3|W2|x123"
"content","x456"
"contention","x789"
"contentious","x789"
"contest","W3|x456"
"contest","x456"
"context","W2|x456|AWL"
"continent","x456"
"continental","x456"
"contingency","x789"
"contingent","x789"
"continual","x456"
"continuation","x789"
"continue","S1|W1|x123"
"continuity","x789"
"continuous","S3|W3|x456"
"continuum","x789"
"contour","x789"
"contract","S1|W1|x123|AWL"
"contract","x789|AWL"
"contractor","x789|AWL"
"contradict","x456|AWL"
"contradiction","x456|AWL"
"contradictory","x456|AWL"
"contrary","x456|AWL"
"contrast","W2|x456|AWL"
"contrast","x456|AWL"
"contribute","S3|W2|x456|AWL"
"contribution","W3|x456|AWL"
"contributor","x789|AWL"
"control","S1|W1|x123"
"control","S2|W1|x123"
"controlled","x789"
"controller","x789"
"controversial","x456|AWL"
"controversy","x456|AWL"
"convene","x789|AWL"
"convenience","x456"
"convenience store","x456"
"convenient","S3|x456"
"conveniently","x456"
"convention","x456|AWL"
"conventional","W3|x456|AWL"
"converge","x789"
"conversation","S1|W2|x123"
"conversely","x789|AWL"
"conversion","x789|AWL"
"convert","W3|x456|AWL"
"convertible","x789|AWL"
"convey","x789"
"convict","x789"
"conviction","x789"
"convince","S3|W3|x456|AWL"
"convinced","x456|AWL"
"convincing","x456|AWL"
"convoy","x789"
"cook","S1|W3|x123"
"cook","S2|x123"
"cookie","S3|W3|x123"
"cooking","x456"
"cool","S2|W3|x123"
"cool","S3|x456"
"cooler","x456"
"cooperate","x456|AWL"
"cooperation","S3|W3|x456|AWL"
"cooperative","x789|AWL"
"coordinate","x789|AWL"
"coordinate","x789|AWL"
"coordination","x789|AWL"
"coordinator","x789|AWL"
"cop","x456"
"cope","S3|W3|x456"
"copper","x456"
"copy","S1|W2|x123"
"copy","S2|x123"
"copyright","x789"
"cord","x456"
"core","W3|x456|AWL"
"corn","S3|x456"
"corner","S1|W2|x123"
"corollary","x789"
"coroner","x789"
"corporate","x456|AWL"
"corporation","x789|AWL"
"corps","x789"
"corpse","x456"
"correct","S1|W2|x123"
"correct","S3|x456"
"correction","x456"
"correlate","x789"
"correlation","x789"
"correspond","x789|AWL"
"correspondence","x789|AWL"
"correspondent","x789"
"corresponding","x789|AWL"
"corridor","S3|W3|x456"
"corrupt","x456"
"corrupt","x789"
"corruption","x456"
"cosmetics","x789"
"cosmic","x789"
"cost","S1|W1|x123"
"cost","S1|W2|x123"
"costly","x456"
"costume","x456"
"cosy","x456"
"cottage","S3|W3|x456"
"cotton","W3|x123"
"couch","S3|x123"
"cough","S3|W3|x123"
"cough","S3|W3|x123"
"could","S1|W1|x123"
"council","S3|W3|x456"
"councillor","x456"
"counselling","x789"
"counsellor","x789"
"count","S2|W3|x123"
"count","x456"
"counter","S3|x123"
"counter","x789"
"counteract","x789"
"counterpart","x789"
"counterproductive","x789"
"countless","x456"
"country","S1|W1|x123"
"countryside","S3|W3|x123"
"county","W2|x123"
"coup","x789"
"couple","S1|W1|x123|AWL"
"coupon","x456"
"courage","x456"
"courageous","x789"
"course","S1|W1|x123"
"coursebook","x456"
"court","S1|W1|x123"
"courteous","x789"
"courtesy","x789"
"courtroom","x789"
"courtyard","x789"
"cousin","S2|x123"
"cover","S1|W1|x123"
"cover","S1|W2|x123"
"coverage","x789"
"cow","S2|x123"
"cowboy","x456"
"co-worker","x456"
"crab","x456"
"crack","S2|W2|x123"
"crack","S3|x123"
"crackle","x789"
"craft","W3|x456"
"craftsman","x789"
"crafty","x789"
"cram","x789"
"cramped","x789"
"crane","x456"
"crash","S3|W2|x123"
"crash","S3|W2|x123"
"crate","x789"
"crater","x789"
"crawl","x456"
"crayon","x789"
"crazy","S2|x123"
"creak","x789"
"cream","S2|x123"
"create","S2|W1|x123|AWL"
"creation","W3|x456|AWL"
"creative","W3|x456"
"creativity","x456|AWL"
"creator","x456|AWL"
"creature","W3|x123"
"credentials","x789"
"credibility","x789"
"credible","x789"
"credit","S2|W2|x123|AWL"
"credit","x789|AWL"
"credit card","S2|x123"
"creek","x789"
"creep","x456"
"creepy","x789"
"crew","S3|W3|x123"
"cricket","x456"
"crime","S2|W2|x123"
"criminal","S3|W2|x123"
"criminal","W3|x123"
"cripple","x789"
"crisis","S3|W3|x456"
"crisp","x789"
"criterion","W2|x456|AWL"
"critic","W3|x456"
"critical","S3|W2|x456"
"critically","x789"
"criticism","S3|W2|x456"
"criticize","W3|x123"
"critique","x789"
"crocodile","x456"
"crook","x789"
"crooked","x789"
"crop","W3|x123"
"cross","S2|W2|x123"
"cross","S3|W3|x123"
"cross","S2|x123"
"crossing","x789"
"crossroads","x456"
"crosswalk","x456"
"crossword","x456"
"crouch","x456"
"crowd","S3|W2|x123"
"crowd","x456"
"crowded","S3|x123"
"crown","W3|x456"
"crucial","W2|x456|AWL"
"crude","x456"
"cruel","S3|x123"
"cruelty","x456"
"cruise","x456"
"cruise","x789"
"crumble","x789"
"crunchy","x456"
"crusade","x789"
"crush","x456"
"crust","x456"
"cry","S2|W2|x123"
"cry","W3|x456"
"crystal","x456"
"cub","x456"
"cube","x456"
"cubic","x789"
"cucumber","x456"
"cue","x789"
"cuisine","x789"
"culminate","x789"
"cult","x456"
"cultivate","x789"
"cultural","W2|x123|AWL"
"culturally","x456|AWL"
"culture","S2|W1|x123|AWL"
"culture shock","x789"
"cumulative","x789"
"cunning","x456"
"cup","S1|W1|x123"
"cupboard","S2|x123"
"curator","x789"
"curb","x789"
"cure","x456"
"cure","x456"
"curfew","x789"
"curiosity","x456"
"curious","W3|x456"
"curiously","x789"
"curl","x456"
"curl","x456"
"curly","S3|x123"
"currant","x456"
"currency","W3|x456|AWL"
"current","S2|W2|x123"
"current","W3|x456"
"current account","x789"
"currently","S2|W2|x123"
"curriculum","x789"
"curry","x456"
"curse","x789"
"curse","x789"
"cursor","x456"
"curtail","x789"
"curtain","S3|W3|x123"
"curve","S3|W3|x456"
"curve","x456"
"curved","x456"
"cushion","S3|x123"
"custard","x456"
"custody","x789"
"custom","W3|x123"
"customary","x789"
"customer","S1|W1|x123"
"cut","S1|W1|x123"
"cut","S2|W2|x123"
"cute","S2|x123"
"CV","x456"
"cycle","S3|W3|x456|AWL"
"cycle","x456|AWL"
"cyclist","x456"
"cylinder","x456"
"cynic","x789"
"cynical","x789"
"dad","S1|W3|x123"
"daddy","S1|x123"
"daily","S3|W2|x123"
"daily","x456"
"dairy","x456"
"dam","x456"
"damage","S3|W2|x123"
"damage","S3|W3|x123"
"damaged","x456"
"damaging","x456"
"damp","x456"
"dance","S2|W3|x123"
"dance","S2|W3|x123"
"dancer","W3|x123"
"danger","S2|W2|x123"
"dangerous","S2|W2|x123"
"dangerously","x789"
"dangle","x789"
"dare","S3|W3|x456"
"daring","x456"
"dark","S2|W1|x123"
"dark","S3|W3|x123"
"darken","x789"
"darkness","W3|x123"
"darling","S3|x456"
"dart","x789"
"dart","x789"
"dash","x456"
"dash","x456"
"data","S1|W1|x123|AWL"
"database","S3|W3|x456"
"date","S1|W1|x123"
"date","S3|W3|x456"
"dated","x789"
"daughter","S1|W1|x123"
"daughter-in-law","x456"
"daunting","x789"
"dawn","x456"
"dawn","x789"
"day","S1|W1|x123"
"daydream","x789"
"daylight","x456"
"daytime","x456"
"day-to-day","x789"
"dazzle","x789"
"dead","S1|W1|x123"
"deadline","x456"
"deadly","x456"
"deaf","W3|x456"
"deal","S1|W1|x123"
"deal","S1|W1|x123"
"dealer","W3|x456"
"dealing","x789"
"dear","S1|x123"
"dear","W1|x123"
"dear","S3|x456"
"death","S1|W1|x123"
"debate","S2|W2|x123|AWL"
"debate","x456|AWL"
"debit card","x456"
"debris","x789"
"debt","S3|W2|x123"
"debut","x789"
"decade","W1|x123|AWL"
"decay","x456"
"decay","x456"
"deceased","x789"
"deceive","x789"
"December","S2|W2|x123"
"decent","S3|x456"
"deception","x789"
"decide","S1|W1|x123"
"decidedly","x789"
"decision","S1|W1|x123"
"decisive","x789"
"deck","S3|x123"
"declaration","x456"
"declare","W2|x456"
"decline","W3|x456|AWL"
"decline","W3|x456|AWL"
"decorate","x456"
"decoration","x456"
"decorative","x789"
"decrease","x456"
"decrease","x456"
"decree","x789"
"dedicate","x789"
"dedicated","x789"
"dedication","x789"
"deduce","x789|AWL"
"deduct","x789"
"deduction","x789|AWL"
"deed","x789"
"deem","x789"
"deep","S2|W1|x123"
"deep","W3|x123"
"deepen","x456"
"deeply","W3|x123"
"deer","x456"
"default","x789"
"defeat","W3|x123"
"defeat","W3|x123"
"defect","x456"
"defective","x789"
"defence","S2|W1|x123"
"defend","S3|W3|x123"
"defender","x456"
"defensive","x789"
"defer","x789"
"defiance","x789"
"deficiency","x789"
"deficit","x789"
"define","S2|W2|x123|AWL"
"definite","S3|x456|AWL"
"definitely","S1|x123|AWL"
"definition","S3|W2|x456|AWL"
"definitive","x789|AWL"
"deflect","x789"
"defy","x456"
"degree","S2|W1|x123"
"delay","W3|x456"
"delay","W3|x456"
"delegate","x789"
"delegate","x789"
"delegation","x789"
"delete","x456"
"deliberate","x456"
"deliberately","S3|x456"
"delicate","x456"
"delicious","S2|x123"
"delight","x456"
"delight","x789"
"delighted","x456"
"delightful","x789"
"deliver","S2|W2|x123"
"delivery","S3|W3|x123"
"demand","S2|W1|x123"
"demand","W2|x123"
"demanding","x456"
"demise","x789"
"democracy","W3|x456"
"democratic","W3|x456"
"demographic","x789"
"demolish","x789"
"demolition","x789"
"demon","x789"
"demonstrate","W2|x456|AWL"
"demonstration","W3|x456|AWL"
"demonstrator","x789|AWL"
"denial","x789|AWL"
"denote","x789|AWL"
"denounce","x789"
"dense","x456"
"density","x456"
"dental","x789"
"dentist","S3|x123"
"deny","S3|W2|x123|AWL"
"depart","x456"
"department","S2|W1|x123"
"department store","x456"
"departure","W3|x456"
"depend","S1|W2|x123"
"dependable","x789"
"dependence","x456"
"dependent","W3|x456"
"depict","x789"
"deploy","x789"
"deport","x789"
"deposit","S3|W3|x456"
"deposit","x789"
"depot","x789"
"depressed","x456"
"depressing","x456"
"depression","W3|x456|AWL"
"deprivation","x789"
"deprive","x789"
"deprived","x789"
"depth","S3|W3|x123"
"deputy","x456"
"derive","W3|x456|AWL"
"descend","x456"
"descendant","x789"
"descent","x789"
"describe","S2|W1|x123"
"description","S2|W2|x123"
"descriptive","x789"
"desert","W3|x456"
"desert","x789"
"deserted","x789"
"deserve","S3|W3|x123"
"design","S2|W1|x123|AWL"
"design","S3|W1|x123|AWL"
"designate","x789"
"designer","W3|x456"
"desirable","x456"
"desire","W2|x123"
"desire","x456"
"desk","S2|W2|x123"
"desktop","x456"
"despair","x456"
"desperate","S3|W3|x456"
"desperately","x456"
"desperation","x789"
"despise","x789"
"despite","S3|W1|x123|AWL"
"dessert","S2|x123"
"destination","x456"
"destined","x789"
"destiny","x456"
"destroy","S2|W2|x123"
"destruction","W3|x456"
"destructive","x789"
"detach","x789"
"detail","S2|W1|x123"
"detailed","W2|x123"
"detain","x789"
"detect","W3|x456|AWL"
"detection","x456|AWL"
"detective","x456|AWL"
"detector","x789|AWL"
"detention","x789"
"deter","x789"
"deteriorate","x456"
"determination","W3|x456"
"determine","x456"
"determined","W3|x456"
"deterrent","x789"
"detrimental","x789"
"devastate","x789"
"devastated","x789"
"devastating","x789"
"develop","S2|W1|x123"
"developed","x456"
"developer","x456"
"developing","x456"
"development","S1|W1|x123"
"developmental","x789"
"deviation","x789|AWL"
"device","S3|W2|x456|AWL"
"devil","S3|x456"
"devious","x789"
"devise","x456"
"devote","x456|AWL"
"devoted","x456|AWL"
"devotion","x789|AWL"
"devour","x789"
"diagnose","x789"
"diagnosis","x789"
"diagnostic","x789"
"diagonal","x789"
"diagram","S3|x456"
"dial","x456"
"dial","x456"
"dialect","x456"
"dialogue","S3|x123"
"diameter","x456"
"diamond","S3|x456"
"diary","S3|x456"
"dice","x789"
"dictate","x789"
"dictator","x789"
"dictatorship","x789"
"dictionary","S3|x123"
"die","S1|W1|x123"
"diesel","x456"
"diet","S3|W2|x123"
"diet","x456"
"dietary","x789"
"differ","W3|x456"
"difference","S1|W1|x123"
"different","S1|W1|x123"
"differentiate","x789|AWL"
"difficult","S1|W1|x123"
"difficulty","S2|W1|x123"
"dig","S2|x123"
"digest","x789"
"digestion","x789"
"digit","x789"
"digital","x456"
"dignified","x456"
"dignity","x456"
"dilemma","x456"
"dilute","x789"
"dim","x789"
"dimension","W3|x456|AWL"
"diminish","x456|AWL"
"dine","x456"
"diner","x789"
"dining room","S3|x123"
"dinner","S1|W2|x123"
"dinosaur","x789"
"dip","x456"
"dip","x456"
"diploma","x456"
"diplomacy","x789"
"diplomat","x456"
"diplomatic","x789"
"dire","x789"
"direct","S2|W1|x123"
"direct","S3|W2|x123"
"direction","S1|W1|x123"
"directive","x789"
"directly","S2|W2|x123"
"director","S2|W1|x123"
"directory","S3|x456"
"dirt","S3|x123"
"dirty","S2|W3|x123"
"disability","x456"
"disabled","S3|W3|x123"
"disadvantage","W2|x123"
"disadvantaged","x789"
"disagree","S3|x123"
"disagreement","x456"
"disappear","S2|W2|x123"
"disappearance","x456"
"disappoint","W3|x123"
"disappointed","S3|W3|x123"
"disappointing","x456"
"disappointment","x456"
"disapproval","x456"
"disapprove","x456"
"disaster","S3|W3|x123"
"disastrous","x456"
"disbelief","x789"
"disc","S3|W3|x456"
"discard","x789"
"discern","x789"
"discharge","x789"
"disciple","x789"
"discipline","S3|W3|x456"
"discipline","x789"
"disclose","x789"
"disclosure","x789"
"discomfort","x789"
"disconnect","x456"
"discount","S3|W3|x456"
"discount","x789"
"discourage","x456"
"discouraged","x456"
"discourse","x789"
"discover","S2|W1|x123"
"discovery","W3|x456"
"discredit","x789"
"discreet","x789"
"discrepancy","x789"
"discretion","x789|AWL"
"discriminate","x789|AWL"
"discrimination","x456"
"discuss","S2|W1|x123"
"discussion","S2|W1|x123"
"disease","S3|W1|x123"
"disgrace","x789"
"disgraceful","x789"
"disguise","x456"
"disguise","x456"
"disgust","x789"
"disgust","x789"
"disgusted","x456"
"disgusting","S2|x123"
"dish","S2|W2|x123"
"dishwasher","x456"
"disk","x456"
"dislike","x456"
"dislike","x456"
"dismal","x789"
"dismantle","x789"
"dismay","x789"
"dismiss","W3|x456"
"dismissal","x456"
"disobedient","x789"
"disobey","x456"
"disorder","x789"
"disorganized","x789"
"disparity","x789"
"dispatch","x789"
"dispense","x789"
"disperse","x789"
"displace","x789|AWL"
"display","S3|W2|x123|AWL"
"display","W2|x123|AWL"
"disposal","x789|AWL"
"dispose","x789|AWL"
"disposition","x789"
"dispute","W3|x456"
"dispute","x456"
"disregard","x789"
"disrupt","x456"
"disruption","x456"
"dissatisfaction","x789"
"dissatisfied","x789"
"dissent","x789"
"dissertation","x789"
"dissolve","x456"
"distance","S2|W2|x123"
"distant","W3|x456"
"distinct","W3|x456|AWL"
"distinction","W3|x456|AWL"
"distinctive","x456|AWL"
"distinctly","x789|AWL"
"distinguish","S3|W3|x456"
"distinguished","x456"
"distort","x789|AWL"
"distract","x456"
"distraction","x789"
"distress","x456"
"distress","x789"
"distressed","x789"
"distribute","W2|x456|AWL"
"distribution","W3|x456|AWL"
"distributor","x456"
"district","S3|W2|x123"
"distrust","x789"
"distrust","x789"
"disturb","W3|x456"
"disturbance","x789"
"disturbing","x456"
"ditch","x456"
"ditto","x789"
"dive","x456"
"dive","x456"
"diver","x456"
"diverse","x456|AWL"
"diversify","x789|AWL"
"diversion","x789"
"diversity","x456|AWL"
"divert","x789"
"divide","S2|W2|x123"
"divine","x456"
"division","S3|W1|x123"
"divorce","S2|W2|x123"
"divorce","S2|W3|x123"
"divorced","S2|W3|x123"
"dizzy","x456"
"DNA","x789"
"do","S1|W1|x123"
"do","S1|W1|x123"
"dock","x456"
"doctor","S1|W1|x123"
"doctrine","x789"
"document","S2|W2|x123|AWL"
"document","x789|AWL"
"documentary","x456"
"documentation","x789|AWL"
"dodge","x789"
"dodgy","x789"
"dog","S1|W1|x123"
"dog","x789"
"doll","S3|x123"
"dollar","S1|W2|x123"
"dolphin","x456"
"domain","x789|AWL"
"dome","x456"
"domestic","W3|x456|AWL"
"dominance","x789|AWL"
"dominant","W3|x456|AWL"
"dominate","W3|x456|AWL"
"domination","x456|AWL"
"donate","x456"
"donation","x456"
"donkey","x789"
"donor","x789"
"doom","x789"
"doom","x789"
"door","S1|W1|x123"
"doorstep","x789"
"doorway","x456"
"dose","x456"
"dot","S2|x123"
"dot","x789"
"double","S1|W2|x123"
"double","S3|W3|x123"
"double","S3|x123"
"double","x456"
"double","x456"
"double click","x456"
"doubt","S1|W1|x123"
"doubt","S2|x123"
"doubtful","x456"
"doubtless","x789"
"dough","x789"
"down","S1|W1|x123"
"download","S2|W2|x123"
"downstairs","S2|x123"
"downtown","S3|W3|x123"
"downwards","x456"
"dozen","S2|W3|x123"
"Dr","W2|x123"
"draft","S3|W3|x456|AWL"
"drag","S3|W3|x123"
"dragon","x456"
"drain","x456"
"drain","x456"
"drainage","x789"
"drama","W3|x123|AWL"
"dramatic","W3|x456|AWL"
"dramatically","x456|AWL"
"drape","x789"
"drastic","x789"
"draw","S1|W1|x123"
"draw","S3|x456"
"drawback","x789"
"drawer","S3|x123"
"drawing","S3|W3|x123"
"dread","x789"
"dreadful","x456"
"dream","S2|W2|x123"
"dream","S3|W3|x123"
"dress","S2|W2|x123"
"dress","S2|W2|x123"
"dressing","x456"
"dressing gown","x456"
"dribble","x789"
"dried","x456"
"drift","x456"
"drift","x789"
"drill","x456"
"drill","x456"
"drink","S1|W2|x123"
"drink","S1|W2|x123"
"drinker","x789"
"drinking water","x789"
"drip","x456"
"drip","x456"
"drive","S1|W1|x123"
"drive","S2|W2|x123"
